Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
149,desai7055,"⛳मैंने भी एक गुनाह कर दिया
इश्क़ करने की उम्र में 
हिंदुत्व पर लिखना शुरू कर दिया।

🙏 जय श्री राम🙏","चामुंडेरी मेड़तियान,बाली",882,847,11184,4,"Gujarat polls 2022: Bhupendra Patel files nomination from Ghatlodya constituency

Read @ANI Story | https://t.co/Mrcmq5SU7R
#Gujarat #GujaratElections2022 #GujaratElections #GujaratAssemblyElection2022 #BhupendraPatel https://t.co/BVxwUwHFwK",[]
,JaveedS96954468,"Vice-President,Raichur District Social Media Karnataka / India..Social Media Raichur District WhatsApp incharge & S M Raichur District clubhouse incharge..","Raichur, India",3969,1854,5833,28,"If I had been in British rule I would have walked with Gandhi for Protest against them . But in today's era, I am proud to walk with Rahul Gandhi against Fascism. @ShayarImran 

@RahulGandhi  @kharge  
#GujaratElections 
#GujaratElections2022 https://t.co/P3X58ARU9i",[]
150,snehamordani,"Deputy Editor @IndiaToday Ex @CNNnews18 @TimesNow @NewsX Alumna-LSR, IIJNM, Loreto Convent","Shillong, New Delhi, Noida",2868,19846,22668,5,"AAP claims Surat-East candidate has gone missing 
#ITVideo #IndiasAgenda #GujaratElections | @PoulomiMSaha @snehamordani https://t.co/T2POWPLwfc","['ITVideo', 'IndiasAgenda', 'GujaratElections']"
,RekhaMusaddi,,,2201,199,9114,2,so finally our daaru mantri @msisodia accepted that they take money for tickets ...we want @ECISVEEP to take action against #AAP ...#Gujarat #GujaratElections #GujaratElections2022 #Gujarat_rejects_AAP https://t.co/tGprtIfAlD,[]
151,RakeshK45834818,#Lawyer at Supreme Court of India.,"Noida, India",325,18,2580,4,"Gujarat polls 2022: Bhupendra Patel files nomination from Ghatlodya constituency

Read @ANI Story | https://t.co/Mrcmq5SU7R
#Gujarat #GujaratElections2022 #GujaratElections #GujaratAssemblyElection2022 #BhupendraPatel https://t.co/BVxwUwHFwK",[]
,shivams97302342,,,0,7,309,85,"#RRB_NTPC_RESULTDO
@PMOIndia @RailMinIndia 
@AshwiniVaishnaw @narendramodi
@RRBKOLKATA @RRB_Recruitment
@Rrbmumbai #GujaratElections 
#HimachalPradeshElections 
#BharatJodaYatra #priyankagandhi 

Declare Rrb ntpc all level Results.
Don't play with career of Ntpc aspirants. https://t.co/UuvIRAiFHr",['RRB_NTPC_RESULTDO']
152,NaimoddinMahmm1,Common man,Ahmedabad,561,754,81585,12,"Ravindra Jadeja's wife joins the BJP, and hare  is the reason: 🤣🤣

#RavindraJadeja #RivaBaJadeja #GujaratElections #GujaratElection2022 #GujaratAssemblyElection2022 https://t.co/yOJP22wUhb","['RavindraJadeja', 'RivaBaJadeja', 'GujaratElections']"
,mukulra09672180,MAIN ACCOUNT SUSPENDED BY LIBRANDU TWITTER...DATA ANALYST S/W ENGINEER - HINDU -YADAV- FARMER FAMILY,"Haryana, India",54,66,1354,2,so finally our daaru mantri @msisodia accepted that they take money for tickets ...we want @ECISVEEP to take action against #AAP ...#Gujarat #GujaratElections #GujaratElections2022 #Gujarat_rejects_AAP https://t.co/tGprtIfAlD,"['AAP', 'Gujarat', 'GujaratElections', 'GujaratElections2022', 'Gujarat_rejects_AAP']"
153,Hirachandpathe1,,,10,3,2562,85,"#RRB_NTPC_RESULTDO
@PMOIndia @RailMinIndia 
@AshwiniVaishnaw @narendramodi
@RRBKOLKATA @RRB_Recruitment
@Rrbmumbai #GujaratElections 
#HimachalPradeshElections 
#BharatJodaYatra #priyankagandhi 

Declare Rrb ntpc all level Results.
Don't play with career of Ntpc aspirants. https://t.co/UuvIRAiFHr",['RRB_NTPC_RESULTDO']
,aksinhaster,,India,508,925,405154,10,"#DDConclave | DD News Exclusive panel discussion with BJP leader @DrRutvij, Congress leader @drmanishdoshi, Senior Journalist Bhaven
Katchhi, and Vinod Agrawal. CII 

@RheemaParashar

#GujaratElections
#kitnabadlagujarat

Watch: https://t.co/7RNQygCWIU https://t.co/JR5ZpYImBz",['DDConclave']
154,mithu796311,🙏🏼 एक रहें अतः अंतित्वगत्वा हरी ॐ । # हर-हर महादेव । फिर क्यों लोभ । साधुवाद । रिटिविट मात्र एक जानकारी ।।,मृग कस्तुरी 🙏🚩ॐ,196,4935,1144708,4,"Gujarat polls 2022: Bhupendra Patel files nomination from Ghatlodya constituency

Read @ANI Story | https://t.co/Mrcmq5SU7R
#Gujarat #GujaratElections2022 #GujaratElections #GujaratAssemblyElection2022 #BhupendraPatel https://t.co/BVxwUwHFwK",[]
,vikashk61141848,"entrepreneur, social activists, students","Patna, India",574,175,34284,4,"Gujarat polls 2022: Bhupendra Patel files nomination from Ghatlodya constituency

Read @ANI Story | https://t.co/Mrcmq5SU7R
#Gujarat #GujaratElections2022 #GujaratElections #GujaratAssemblyElection2022 #BhupendraPatel https://t.co/BVxwUwHFwK",[]
155,ani_digital,"Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/QrqluPvffc",India,0,360995,78229,4,"Gujarat polls 2022: Bhupendra Patel files nomination from Ghatlodya constituency

Read @ANI Story | https://t.co/Mrcmq5SU7R
#Gujarat #GujaratElections2022 #GujaratElections #GujaratAssemblyElection2022 #BhupendraPatel https://t.co/BVxwUwHFwK","['Gujarat', 'GujaratElections2022', 'GujaratElections', 'GujaratAssemblyElection2022', 'BhupendraPatel']"
,Hirachandpathe1,,,10,3,2562,89,"#RRB_NTPC_RESULTDO
@PMOIndia @RailMinIndia 
@AshwiniVaishnaw @narendramodi
@RRBKOLKATA @RRB_Recruitment #GujaratElections 
#HimachalPradeshElections 
#BharatJodaYatra #priyankagandhi 

Shame on BJP. Declare all level Ntpc results or face the consequences in upcoming elections https://t.co/l3GaSfjEsk",['RRB_NTPC_RESULTDO']
156,ecstaticarjun,cover credit: @penpencildraw,"New Delhi, India",2896,218,9053,58,"#GujaratElections :  If Home Minister Amit Shah’s hectic schedule in Gujarat for the last two days is any indication, it would appear that the #BJP is facing unusual resentment not seen for many years in the poll-bound #Gujarat .

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/hJ609s9Wj9",['GujaratElections']
,Hirachandpathe1,,,10,3,2562,37,"#RRB_NTPC_RESULTDO
#Declare_Ntpc_L5result
@PMOIndia @RailMinIndia 
@AshwiniVaishnaw @narendramodi
@RRBKOLKATA @RRB_Recruitment
@Rrbmumbai #GujaratElections 
#HimachalPradeshElections 
#BharatJodaYatra #priyankagandhi

We are waiting since 4 years. Rrb ntpc https://t.co/NqM00d2TaQ","['RRB_NTPC_RESULTDO', 'Declare_Ntpc_L5result']"
157,amansih28295247,lone wolf,,43,67,17762,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
,vashishtvp,"Working as Senior Engineer in Railway's production unit.
कोई हाथ भी न मिलाएगा जो गले मिलोगे तपाक से
ये नए मिज़ाज का शहर है ज़रा फ़ासले से मिला करो
शायर बशीर बद्","Kapurthala, Punjab - INDIA",5252,5214,527853,4,#Capitalism is responsible for the Morbi Bridge death. The Morbi bridge crime shows clearly how privatisation risks the safety of people. Only by defeating privatisation can we avoid accidents like Morbi bridge in the future. #GujaratElections #CapitalismKills #StopPrivatization https://t.co/KKTkJVH0K5,['Capitalism']
158,kanna362,,"Tamil Nadu, India",586,743,71769,2,"The early release of 11 convicts in the 2002 #BilkisBanoCase has become a talking point ahead of #GujaratElections . But observers are divided on how it will affect the ruling BJP.

https://t.co/ygGokNYEy6","['BilkisBanoCase', 'GujaratElections']"
,shafiipour,Cryptocurrency Analyst.. Forex Trader.. Crypto/Blockchain Security Architect,International,290,281,135174,2,"The early release of 11 convicts in the 2002 #BilkisBanoCase has become a talking point ahead of #GujaratElections . But observers are divided on how it will affect the ruling BJP.

https://t.co/ygGokNYEy6","['BilkisBanoCase', 'GujaratElections']"
159,EconomicTimes,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
https://t.co/znMsuw7b49",,45,4302922,625546,2,"The early release of 11 convicts in the 2002 #BilkisBanoCase has become a talking point ahead of #GujaratElections . But observers are divided on how it will affect the ruling BJP.

https://t.co/ygGokNYEy6","['BilkisBanoCase', 'GujaratElections']"
,Rajendr76194898,"ठंड ऊनको लगेगी जिनके कर्मो में दाग है
हम तो भोलेनाथ के भक्त्त है भईया हमारे तो मूंह में भी आग है
🇮🇳

हर हर महादेव जय महाकाल",विश्व 🌍 (ब्रम्हांड ⚛️),1791,10833,796872,5,"#DDConclave| BJP State President CR Patil: We want to create an unbreakable record in this election 
#GujaratElections
#kitnabadlagujarat https://t.co/OCrPlGDjc9","['DDConclave', 'GujaratElections']"
160,DDNewslive,"Official Twitter account of DD News, the Public Broadcaster of India. हिंदी में @DDNewsHindi. Follow us on- https://t.co/Dg1aGX3the","New Delhi, India",92,3611373,235864,5,"#DDConclave| BJP State President CR Patil: We want to create an unbreakable record in this election 
#GujaratElections
#kitnabadlagujarat https://t.co/OCrPlGDjc9","['DDConclave', 'GujaratElections', 'kitnabadlagujarat']"
,HkGodara_,"#𝗔𝗔𝗣 Worker @AAPRajasthan 📝youths Power✊🏻Private Thoughts ✌Helping Hands 🙏 Animal lover 😊
चौधर अपने दादा के नाम,के दम पर ✊ Senior Member @BishnoiYouth 🤝",मारवाड़ आळे बाळक ( जोधाणा )✌🏻,11376,10353,29396,2,"#GujaratElections   : AAP candidate from Surat (East) from Gujarat, Kanchan Jariwala, takes back his nomination after he was allegedly kidnapped last evening as per #AAP
#BJPKidnapsAAPCandidate",['GujaratElections']
161,Eshansinha15,"AAP is revolution  

   NOT
                        Political  party",,2466,2025,386378,2,"#GujaratElections   : AAP candidate from Surat (East) from Gujarat, Kanchan Jariwala, takes back his nomination after he was allegedly kidnapped last evening as per #AAP
#BJPKidnapsAAPCandidate",['GujaratElections']
,vijaytomer100,*हमारा द्वंद धर्मसंगत ओर न्यायसंगत है ये पुरे भारतवर्ष मे चेतना लायेगा*.,Uttarakhand ,297,307,19186,4,"This is serious.
Has political parties stooped so low that they are now kidnapping opoosing candidates?
#GujaratElections https://t.co/ReBkGGfq9K",['GujaratElections']
162,DeepakPatrewal,"⚔️🇮🇳 इंकलाब जिंदाबाद 🇮🇳⚔️ Born to serve with honour. 
Field Head and #SocialMediaIntern @fete_ngo   Member @enclubmrt

Jai Hind 🙏🏻🇮🇳","Meerut, India",726,351,175826,3,"#DDConclave: #Gujarat model of education has helped the children to complete their education, instead of going out of state to study says @devusinh, Minister of state for communications
#GujaratElections
#kitnabadlagujarat https://t.co/QO9sioxxKV","['DDConclave', 'Gujarat']"
,DDNewslive,"Official Twitter account of DD News, the Public Broadcaster of India. हिंदी में @DDNewsHindi. Follow us on- https://t.co/Dg1aGX3the","New Delhi, India",92,3611373,235864,3,"#DDConclave: #Gujarat model of education has helped the children to complete their education, instead of going out of state to study says @devusinh, Minister of state for communications
#GujaratElections
#kitnabadlagujarat https://t.co/QO9sioxxKV","['DDConclave', 'Gujarat', 'GujaratElections', 'kitnabadlagujarat']"
163,RheemaParashar,Me: A #NewsBee Curious collector of news stories from the Power corridors & Political landscape of India. Sr. Consultant and Anchor @DDNewslive,Delhi,1368,23314,6008,3,"#DDConclave: Double-engine government helps in uniform development says @devusinh, Union minister of state for communications
#GujaratElections
#kitnabadlagujarat https://t.co/8koBvGRD27",['DDConclave']
,DDNewslive,"Official Twitter account of DD News, the Public Broadcaster of India. हिंदी में @DDNewsHindi. Follow us on- https://t.co/Dg1aGX3the","New Delhi, India",92,3611373,235864,3,"#DDConclave: Double-engine government helps in uniform development says @devusinh, Union minister of state for communications
#GujaratElections
#kitnabadlagujarat https://t.co/8koBvGRD27","['DDConclave', 'GujaratElections', 'kitnabadlagujarat']"
164,iTiwariAtul,"For every job that must be done,there is an element of fun.Please find it & enjoy yourself.!Stay Cool Be Catchy
#Cricket #Nature #Music #SocialAwareness #India",Delhi,300,1897,5047,2,"#GujaratElections   : AAP candidate from Surat (East) from Gujarat, Kanchan Jariwala, takes back his nomination after he was allegedly kidnapped last evening as per #AAP
#BJPKidnapsAAPCandidate","['GujaratElections', 'AAP', 'BJPKidnapsAAPCandidate']"
,awasthiabhi11,"Correspondent @ Mirror Now, Times Network","Mumbai, India",126,60,693,1,"#GujaratElections: After the #AamAadmiParty made a massive charge, saying that BJP has kidnapped their Surat candidate.

Now, #KanchanJariwala who is #AAP's candidate from Surat East has withdrawn his nomination. @awasthiabhi11 reports https://t.co/Ty26vPN6aK","['GujaratElections', 'AamAadmiParty']"
165,apamor1,,,63,239,222590,4,#Capitalism is responsible for the Morbi Bridge death. The Morbi bridge crime shows clearly how privatisation risks the safety of people. Only by defeating privatisation can we avoid accidents like Morbi bridge in the future. #GujaratElections #CapitalismKills #StopPrivatization https://t.co/KKTkJVH0K5,['Capitalism']
,Factmen13,Conservative Liberal // Independent Journalist // Follow @bjpspaces,,1826,359,25159,6,"#GujaratElections: AAP candidate from Surat (East) from Gujarat, Kanchan Jariwala, takes back his nomination after he was allegedly kidnapped last evening 

Candidate Kanchan Jariwala can be spotted in a blue shirt https://t.co/65QJPCNowk",['GujaratElections']
166,MirrorNow,"We demand accountability | Relentlessly drive improvement | Address people's issues
📺 Tata Play 612, Airtel 394, Videocon d2h/Dish TV 899/733, Sun Direct 570",India,51,117090,213224,1,"#GujaratElections: After the #AamAadmiParty made a massive charge, saying that BJP has kidnapped their Surat candidate.

Now, #KanchanJariwala who is #AAP's candidate from Surat East has withdrawn his nomination. @awasthiabhi11 reports https://t.co/Ty26vPN6aK","['GujaratElections', 'AamAadmiParty', 'KanchanJariwala', 'AAP']"
,jas_aug,"Passionate about Leadership and Sports.
Non Left, Non Liberal",,452,84,4553,1,"AK fails to understand that ppl have come out of age. #Kidnapping #GujaratElections
#KejriwalExposed #KanchanJariwala https://t.co/VeudQEepXi","['Kidnapping', 'GujaratElections', 'KejriwalExposed', 'KanchanJariwala']"
